codigo_oc,nombre_oc,fecha_creacion,tipo,codigo_licitacion,estado,organismo_codigo,organismo_nombre,organismo_rut,comuna,region,proveedor_codigo,proveedor_nombre,proveedor_rut,proveedor_comuna,proveedor_region,item_correlativo,codigo_categoria,categoria,codigo_producto,catalogo_id,producto,especificacion_comprador,cantidad,unidad,moneda,precio_neto_unitario,total_linea_derivado,total_item_reportado
4085-29-MC20,,2020-11-05T19:26:52Z,direct,,,,Ilustre Municipalidad de Longavi | Depto. de Secplan,691306003,,Región del Maule ,,Erika Del Carmen  | Erika Del Carmen ,12791530K,,Región del Maule ,,,,,,"ADQUISICIÓN DE MATERIALES DE OFICINA PARA PROGRAMA VÍNCULOS VERSIÓN 12, SEGÚN S.C N°03 (DIDECO)",Libros o cuadernos de registroCUADERNO UNIVERSITARIO 100 HOJAS CON ESPIRAL SIMILAR A TORRE,1.0,EA,CLP,1067.2268,,
4085-29-MC20,,2020-11-05T19:26:52Z,direct,,,,Ilustre Municipalidad de Longavi | Depto. de Secplan,691306003,,Región del Maule ,,Erika Del Carmen  | Erika Del Carmen ,12791530K,,Región del Maule ,,,,,,"ADQUISICIÓN DE MATERIALES DE OFICINA PARA PROGRAMA VÍNCULOS VERSIÓN 12, SEGÚN S.C N°03 (DIDECO)",CorcheterasCORCHETERA MEDIANA SIMILAR A TORRE ,1.0,EA,CLP,2352.9411,,
4085-29-MC20,,2020-11-05T19:26:52Z,direct,,,,Ilustre Municipalidad de Longavi | Depto. de Secplan,691306003,,Región del Maule ,,Erika Del Carmen  | Erika Del Carmen ,12791530K,,Región del Maule ,,,,,,"ADQUISICIÓN DE MATERIALES DE OFICINA PARA PROGRAMA VÍNCULOS VERSIÓN 12, SEGÚN S.C N°03 (DIDECO)",Lápiz pastaLÁPIZ DE PASTA BIC COLOR NEGRO ,11.0,EA,CLP,184.87394,,
4085-29-MC20,,2020-11-05T19:26:52Z,direct,,,,Ilustre Municipalidad de Longavi | Depto. de Secplan,691306003,,Región del Maule ,,Erika Del Carmen  | Erika Del Carmen ,12791530K,,Región del Maule ,,,,,,"ADQUISICIÓN DE MATERIALES DE OFICINA PARA PROGRAMA VÍNCULOS VERSIÓN 12, SEGÚN S.C N°03 (DIDECO)",Lápiz pastaLÁPIZ DE PASTA BIC COLOR AZUL ,11.0,EA,CLP,184.87394,,
4085-29-MC20,,2020-11-05T19:26:52Z,direct,,,,Ilustre Municipalidad de Longavi | Depto. de Secplan,691306003,,Región del Maule ,,Erika Del Carmen  | Erika Del Carmen ,12791530K,,Región del Maule ,,,,,,"ADQUISICIÓN DE MATERIALES DE OFICINA PARA PROGRAMA VÍNCULOS VERSIÓN 12, SEGÚN S.C N°03 (DIDECO)","Plumas, bolígrafos o lápices de correcciónCORRECTOR SIMILAR A PAPER MATE ",1.0,EA,CLP,361.34453,,
4085-29-MC20,,2020-11-05T19:26:52Z,direct,,,,Ilustre Municipalidad de Longavi | Depto. de Secplan,691306003,,Región del Maule ,,Erika Del Carmen  | Erika Del Carmen ,12791530K,,Región del Maule ,,,,,,"ADQUISICIÓN DE MATERIALES DE OFICINA PARA PROGRAMA VÍNCULOS VERSIÓN 12, SEGÚN S.C N°03 (DIDECO)",CorchetesCAJA DE CORCHETES 26/6 SIMILAR A TORRE 5000 UNIDADES,1.0,EA,CLP,647.05882,,
4085-29-MC20,,2020-11-05T19:26:52Z,direct,,,,Ilustre Municipalidad de Longavi | Depto. de Secplan,691306003,,Región del Maule ,,Erika Del Carmen  | Erika Del Carmen ,12791530K,,Región del Maule ,,,,,,"ADQUISICIÓN DE MATERIALES DE OFICINA PARA PROGRAMA VÍNCULOS VERSIÓN 12, SEGÚN S.C N°03 (DIDECO)",Pegamento de purpurinaSTIC-FIX 36 GRS.,1.0,EA,CLP,773.10924,,
4086-11-MC20,,2020-11-05T19:26:11Z,direct,,,,ILUSTRE MUNICIPALIDAD DE MAULLIN | Administracion y Finanzas,692205006,,Región de los Lagos ,,LUZ ALEJANDRA | LUZ ALEJANDRA,123446410,,Región de los Lagos ,,,,,,ADQUISICIÓN GALVANOS,GalvanosGALVANOS CRISTAL 15X20 ,10.0,EA,CLP,14000.0,,
4086-11-MC20,,2020-11-05T19:26:11Z,direct,,,,ILUSTRE MUNICIPALIDAD DE MAULLIN | Administracion y Finanzas,692205006,,Región de los Lagos ,,LUZ ALEJANDRA | LUZ ALEJANDRA,123446410,,Región de los Lagos ,,,,,,ADQUISICIÓN GALVANOS,GalvanosGALVANO CRISTAL 10X15,20.0,EA,CLP,12000.0,,
4086-11-MC20,,2020-11-05T19:26:11Z,direct,,,,ILUSTRE MUNICIPALIDAD DE MAULLIN | Administracion y Finanzas,692205006,,Región de los Lagos ,,LUZ ALEJANDRA | LUZ ALEJANDRA,123446410,,Región de los Lagos ,,,,,,ADQUISICIÓN GALVANOS,GalvanosGALVANO CRISTAL LASER,2.0,EA,CLP,19000.0,,
4168-19-MC20,,2020-11-05T19:26:11Z,direct,,,,Ilustre Municipalidad de Colbún | Municipalidad,691305007,,Región del Maule ,,Duo Voces del Maule | VocesdelMaule,111757917,,Región del Maule ,,,,,,Duo Voces Crin,Cantantes,1.0,EA,CLP,180587.0,,
4168-26-MC20,,2020-11-05T19:26:11Z,direct,,,,Ilustre Municipalidad de Colbún | Municipalidad,691305007,,Región del Maule ,,Jeanette del pilar | Jeanette del pilar,181757760,,,,,,,,Jeannette Crin,Cantantes,1.0,EA,CLP,243792.0,,
4168-31-MC20,,2020-11-05T19:26:12Z,direct,,,,Ilustre Municipalidad de Colbún | Municipalidad,691305007,,Región del Maule ,,mreyesr | mreyesr,140392480,,Región del Maule ,,,,,,Premios Crin,Servicios de cocina o preparación de comidas,13.0,EA,CLP,19392.4,,
4168-51-SE20,,2020-11-05T19:26:52Z,direct,,,,Ilustre Municipalidad de Colbún | Municipalidad,691305007,,Región del Maule ,,COMUNICACIONES NETGLOBALIS S A | COMUNICACIONES NETGLOBALIS S A,969645106,,Región Metropolitana de Santiago,,,,,,Servicios Hosting,Web Hosting,1.0,EA,CLP,149940.0,,
418-103-SE20,,2020-11-05T19:26:52Z,direct,,,,Hospital Puerto Aysén | H Puerto Aysén,616022792,,Región Aysén del General Carlos Ibáñez del Campo,,INSUVAL S.A. | INSUVAL S.A.,777689908,,Región del Biobío ,,,,,,ABR-AVASTIN,TrastuzumabBEVACIZUMAB 1.25MG/0.05ML,1.0,EA,CLP,44500.0,,
4284-15-SE20,,2020-11-05T19:26:53Z,direct,,,,Ilustre Municipalidad de Cunco | Municipalidad de Cunco,691910008,,Región de la Araucanía ,,CIA NACIONAL DE TELEFONOS TELEFONICA DEL SUR S A | Telefónica del Sur - Temuco,902990003,,Región de la Araucanía ,,,,,,INSTALACION Y CONFIGURACION DE 02 SWICH EQUIPOS CO,Especialistas temporales en redes computacionalesINSTALACION Y CONFIGURACION DE 02 SWICH EQUIPOS COMPUTACIONALES MUNICIPALES,1.0,000,CLP,220150.0,,
4291-159-SE20,,2020-11-05T19:26:53Z,direct,,,,Universidad de Antofagasta | Universidad de Antofagasta,707918004,,Región de Antofagasta ,,LIFE TECHNOLOGIES CHILE SPA | LIFE TECHNOLOGIES CHILE SPA,774539107,,Región Metropolitana de Santiago,,,,,,"REACTIVOS, Según cotización N° 332048 y 332371","Unidades de laboratorioDISTILLED WATER ULTRAPURE, 500 ML, código 10977015.
Según cotización N° 332048.",1.0,000,CLP,24257.0,,
4291-159-SE20,,2020-11-05T19:26:53Z,direct,,,,Universidad de Antofagasta | Universidad de Antofagasta,707918004,,Región de Antofagasta ,,LIFE TECHNOLOGIES CHILE SPA | LIFE TECHNOLOGIES CHILE SPA,774539107,,Región Metropolitana de Santiago,,,,,,"REACTIVOS, Según cotización N° 332048 y 332371","Unidades de laboratorioLYS C ENDOPROTEINASE MS GRADE, 20 &micro;g, código 90051.   Según cotización N° 332371.",1.0,000,CLP,264347.8,,
4309-342-SE20,,2020-11-05T19:26:52Z,direct,,,,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO | Abastecimiento Fármacos,616021893,,Región del Biobío ,,Imp. Dist. Arquimed Ltda. | Arquimed Endoscopios,929990005,,Región Metropolitana de Santiago,,,,,,COMPRA DE  KIT CONTROL ORINA NIVEL 1 Y 2,"Unidades médicas10-400-244-1137-00
CAPSULA PARA SEDIMENTO URINARIO",24000.0,EA,CLP,509.88,,
4309-342-SE20,,2020-11-05T19:26:52Z,direct,,,,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO | Abastecimiento Fármacos,616021893,,Región del Biobío ,,Imp. Dist. Arquimed Ltda. | Arquimed Endoscopios,929990005,,Región Metropolitana de Santiago,,,,,,COMPRA DE  KIT CONTROL ORINA NIVEL 1 Y 2,"Unidades médicas10-400-244-1139-00
KIT CONTROL ORINA NIVEL 1 Y 2",4.0,EA,CLP,195320.0,,
4355-37-MC20,,2020-11-05T19:26:12Z,direct,,,,Ilustre Municipalidad de Freirina | Adquisiones ,69030600K,,Región de Atacama ,,HERNAN SILVERIO | HERNAN SILVERIO,121718219,,Región de Atacama ,,,,,,REPARACIÓN CAMIÓN RECOLECTOR DE RESIDUOS SÓLIDOS,"Pinza mecánicaREPARACION MECANICA A CAMION RECOLECTOR DE RESIDUOS SOLIDOS, MERCEDES BENZ, PLACA PETENTE KRVT-37:

REEMPLAZO DE HOJA MADRE VENTILADA DEL PAQUETE DE RESORTE TRASERO LADO IZQUIERDO.

",1.0,EA,CLP,411765.0,,
4374-1-SE20,,2020-11-05T19:26:52Z,direct,,,,"GOBIERNO REGIONAL VI REGION DEL LI BERTADOR B O""HIGGINS | Gobierno Regional Libertador Bdo. O´Higgins",722404009,,Región del Libertador General Bernardo O´Higgins,,TELEFONICA MÓVILES CHILE S.A. | TELEFONICA MÓVILES CHILE S.A.,761248901,,,,,,,,Prorroga telefonia movil y datos ipad,Servicios de telefonía móvil,1.0,GL,CLP,5882352.9411,,
439-12-MC20,,2020-11-05T19:26:11Z,direct,,,,ILUSTRE MUNICIPALIDAD  DE SAGRADA FAMILIA | DEPARTAMENTO DE EDUCACION,691102009,,Región del Maule ,,ricardo alejandro | ricardo alejandro,151443494,,Región del Maule ,,,,,,Contratación amplificación para certificación Jardin Semillitas de amor,"Equipo de músicaSistema de amplificación para certificación, según cotización adjunta.",1.0,000,CLP,230000.0,,
4459-7-SE20,,2020-11-05T19:26:12Z,direct,,,,Ilustre Municipalidad de Pichilemu | Departamento de Proyectos,690912007,,Región del Libertador General Bernardo O´Higgins,,LUIS HERNAN PAVEZ VARGAS | Luis Hernán Pavez Vargas,97349681,,Región del Libertador General Bernardo O´Higgins,,,,,,OC TRATO DIRECTO PRORROGA,"Recolección, destrucción, transformación o eliminaOC REGULARIZA TRATO DIRECTO PRORROGA LIC 4459-7-LP15 CONCESIÓN SERVICIO RECOLECCIÓN DE RESIDUOS SÓLIDOS DOMICILIARIOS, TRANSPORTE Y DISPOSICIÓN FINAL EN RELLENO SANITARIO, COMUNA DE PICHILEMU 2015-2019. (PERIODO 14-AGOSTO - 31 OCTUBRE 2019)",1.0,GL,CLP,40051268.0,,
4462-39-SE20,,2020-11-05T19:26:12Z,direct,,,,Ilustre Municipalidad de Arauco | Ilustre Municipalidad de Arauco - Salud,691601005,,Región del Biobío ,,ALCON LABORATORIOS CHILE LTDA | ALCON LABORATORIOS CHILE LTDA,865376006,,Región Metropolitana de Santiago,,,,,,ADQUISICION FARMACOS FARMACIA COMUNAL,Servicios de producción de medicamentos o medicinaICAPS 60 CM,15.0,BX,CLP,15870.0,,
4463-87-SE20,,2020-11-05T19:26:53Z,direct,,,,Hospital Curicó | Farmacia,616069039,,Región del Maule ,,GemarkPharma | GemarkPharma,762047632,,Región Metropolitana de Santiago,,,,,,VITAMINA K ENDOVENOSA (konakion),"Suplementos vitamínicosVITAMINA K ENDOVENOSA

SE REQUIERE DESPACHO URGENTE",200.0,BX,CLP,10260.0,,
4474-25-SE20,,2020-11-05T19:26:12Z,direct,,,,Ilustre Municipalidad de Contulmo | Adquisiciones Municipalidad,691606007,,Región del Biobío ,,SALAZAR ISRAEL | SALAZAR ISRAEL Concepción,79853470K,,Región del Biobío ,,,,,,MANTENCION DE VEHICULO MUNICIPAL,Aceite de frenos,1.0,000,CLP,301489.0,,
449-25-SE20,,2020-11-05T19:26:13Z,direct,,,,Ilustre Municipalidad de La Reina | Dirección de Finanzas,690706008,,Región Metropolitana de Santiago,,SOC.BOLSAS PLASTICAS DIBOLPLAST LTDA. | SOC.BOLSAS PLASTICAS DIBOLPLAST LTDA.,775993103,,Región Metropolitana de Santiago,,,,,,BOLSAS DINERO,Bolsas de plásticoBOLSAS PARA TRASLADO DE DINERO.-,3000.0,BG,CLP,200.0,,
4493-49-MC20,,2020-11-05T19:26:53Z,direct,,,,Ilustre Municipalidad de Penco | Departamento de Salud,691505022,,Región del Biobío ,,insecov | insecov,64833308,,Región del Biobío ,,,,,,Adquisición Servicio Confección de Mueble y Cubículo para CCR y UAPO,"Mueble de almacenaje no modularConfección de Mueble y Cubículo para CCr y UAPO, segun especificaciones Técnicas e imagen de Mueble y de acuerdo a visita a terreno.",1.0,000,CLP,339600.0,,
4511-25-SE20,,2020-11-05T19:26:12Z,direct,,,,ILUSTRE MUNICIPALIDAD DE RETIRO | Secpla,691308006,,Región del Maule ,,sebastian esteban | sebastian esteban,107264264,,Región del Maule ,,,,,,"Mantención areas verdes Avenida Bernardo O""Higgins","JardinesSe requiere los servicios de Mantención Areas Verdes en Avenida Bernardo O""Higgins, por un periodo de  enero a diciembre del 2020, pagándose la suma mensual de $310.000.- Impuesto incluido (10.75%) de acuerdo a la Ley vigente  .-",1.0,GL,CLP,3720000.0,,
4513-17-MC20,,2020-11-05T19:26:53Z,direct,,,,Ilustre Municipalidad de Renaico | Adquisiciones,691804003,,Región de la Araucanía ,,Comercial y Textil Lamas ltda. | Comercial y Textil Lamas,760075396,,Región Metropolitana de Santiago,,,,,,POLERAS,Prendas de deporte y buzos de niñoPOLERAS ALGODON C/POLO M/CORTA,2.0,EA,CLP,3990.0,,
4513-17-MC20,,2020-11-05T19:26:53Z,direct,,,,Ilustre Municipalidad de Renaico | Adquisiciones,691804003,,Región de la Araucanía ,,Comercial y Textil Lamas ltda. | Comercial y Textil Lamas,760075396,,Región Metropolitana de Santiago,,,,,,POLERAS,Camisetas de caballeroPOLERAS DRYFIT C/CAMISERO M/CORTA,55.0,EA,CLP,7190.0,,
4546-8-SE20,,2020-11-05T19:26:11Z,direct,,,,I. MUNICIPALIDAD DE CASABLANCA | DIRECCION DE ASEO Y ORNATO,690614006,,Región de Valparaíso ,,KAUFMANN S.A. Vehículos Motorizados | KAUFMANN S.A. Vehículos Motorizados,924750006,,Región Metropolitana de Santiago,,,,,,ADQUISICIÓN DE REPUESTO PARA CAMIÓN AMPLIROLL ,"Pernos de horquillaPERNOS  M 24X2, 0X150",8.0,000,CLP,17765.0,,
4546-8-SE20,,2020-11-05T19:26:11Z,direct,,,,I. MUNICIPALIDAD DE CASABLANCA | DIRECCION DE ASEO Y ORNATO,690614006,,Región de Valparaíso ,,KAUFMANN S.A. Vehículos Motorizados | KAUFMANN S.A. Vehículos Motorizados,924750006,,Región Metropolitana de Santiago,,,,,,ADQUISICIÓN DE REPUESTO PARA CAMIÓN AMPLIROLL ,"Hojas de resorteBALLESTA DELANTERA DE SUSPENSIÓN  DERECHA 
PARA CAMIÓN AMPLIROLL JKKD-49",1.0,C62,CLP,515118.0,,
4702-10-MC20,,2020-11-05T19:26:54Z,direct,,,,Ilustre Municipalidad de Los Muermos | Municipalidad de Los Muermos- Dideco,692208005,,Región de los Lagos ,,Diego Armando | Diego Armando,16721861K,,Región de los Lagos ,,,,,,TRASLADO ESC. DE FÚTBOL FEMENINO A PTO. VARAS,Arriendo de vehículosTRASLADO DESDE LOS MUERMOS A PUERTO VARAS IDA Y REGRESO,1.0,000,CLP,110000.0,,
4735-23-SE20,,2020-11-05T19:26:53Z,direct,,,,Ilustre Municipalidad de Cholchol | Salud,69265000K,,Región de la Araucanía ,,Decar S.A | Decar S.A,995992000,,Región de la Araucanía ,,,,,,SERVICIO MANTENCION 70.000 KMS JZYL53,"Aceite de motorMANTENCION 70.000 KMS DEL STATION WAGON SUZUKI JIMNY PATENTE JZYL53, SEGUN COTIZACION ADJUNTA.",1.0,EA,CLP,152390.0,,
4779-21-SE20,,2020-11-05T19:26:12Z,direct,,,,Hospital Coyhaique | Bodega Farmacia HR Coyhaique,616022806,,Región Aysén del General Carlos Ibáñez del Campo,,Roche Chile Ltda. Roche Pharma | Roche Chile Ltda. Roche Pharma ,829994003,,Región Metropolitana de Santiago,,,,,,FAR-LEVODOPA + BENSERAZIDA 200/50 COMP-ENERO 2020,LevodopaLEODOPA + BENSERAZIDA DE 200/50 MG EN COMPRIMIDOS,10500.0,CMP,CLP,224.0,,
4779-43-SE20,,2020-11-05T19:26:54Z,direct,,,,Hospital Coyhaique | Bodega Farmacia HR Coyhaique,616022806,,Región Aysén del General Carlos Ibáñez del Campo,,Etex Farmaceútica Limitada | Etex Farmaceútica Limitada,78026330K,,Región Metropolitana de Santiago,,,,,,far - Inhaladores - Enero 2020,Xinafoato de salmeterolBrexovent LF 125 mcg Inhalador,50.0,EA,CLP,8000.0,,
4779-43-SE20,,2020-11-05T19:26:54Z,direct,,,,Hospital Coyhaique | Bodega Farmacia HR Coyhaique,616022806,,Región Aysén del General Carlos Ibáñez del Campo,,Etex Farmaceútica Limitada | Etex Farmaceútica Limitada,78026330K,,Región Metropolitana de Santiago,,,,,,far - Inhaladores - Enero 2020,FluticasonaBrexovent LF 50 mcg Inhalador,30.0,EA,CLP,9000.0,,
4779-44-SE20,,2020-11-05T19:26:52Z,direct,,,,Hospital Coyhaique | Bodega Farmacia HR Coyhaique,616022806,,Región Aysén del General Carlos Ibáñez del Campo,,Caribean Pharma Ltda | Caribean Pharma Ltda,768300909,,Región Metropolitana de Santiago,,,,,,far - Medicamentos - Enero 2020,OmeprazolOmeprazol 40 mg Frasco/Ampolla,800.0,AMPF,CLP,743.0,,
4779-44-SE20,,2020-11-05T19:26:52Z,direct,,,,Hospital Coyhaique | Bodega Farmacia HR Coyhaique,616022806,,Región Aysén del General Carlos Ibáñez del Campo,,Caribean Pharma Ltda | Caribean Pharma Ltda,768300909,,Región Metropolitana de Santiago,,,,,,far - Medicamentos - Enero 2020,Furoato de mometasonaMometasona 0.1% Crema,250.0,TUBO,CLP,2403.0,,
4779-47-SE20,,2020-11-05T19:26:53Z,direct,,,,Hospital Coyhaique | Bodega Farmacia HR Coyhaique,616022806,,Región Aysén del General Carlos Ibáñez del Campo,,Roche Chile Ltda. Roche Pharma | Roche Chile Ltda. Roche Pharma ,829994003,,Región Metropolitana de Santiago,,,,,,far - Rituximab 500mg - Enero 2020,RituximabRituximab 500 mg / 50 ml Frasco Ampolla (MABTHERA),6.0,AMPF,CLP,879800.0,,
4921-4-SE20,,2020-11-05T19:26:52Z,direct,,,,Ilustre Municipalidad de Cochamo | DOM,692520009,,Región de los Lagos ,,EMASOL | EMASOL,797237906,,Región de los Lagos ,,,,,,BOMBAS  PARA RECIRCULACIÓN ALCANTARILLADO COCHAMO,Bombas de aguaBOMBAS AGUA VITAR + KIT CUENTA LITROS DE 12 VOLT.,4.0,EA,CLP,363629.5,,
4956-15-SE20,,2020-11-05T19:26:13Z,direct,,,,ILUSTRE MUNICIPALIDAD DE RENCA | SECPLAN,690712008,,Región Metropolitana de Santiago,,STGO a MIL | STGO a MIL,654091609,,Región Metropolitana de Santiago,,,,,,TD CON LA FUNDACIÓN FESTIVAL INTERNACIONAL TEATRO A MIL - DA 30 Y SP 1273 DIDECO,"TeatroCONTRATACIÓN DIRECTA POR EXCEPCIÓN FUNDACIÓN FESTIVAL INTERNACIONAL TEATRO A MIL PARA LA PRESENTACIÓN DE 3 OBRAS: LA DESOBEDIENCIA DE MARTÍN, LA PICHINTÚN, JARDÍN DE LOS ÁNGELES.",1.0,000,CLP,17000000.0,,
4967-164-SE20,,2020-11-05T19:26:12Z,direct,,,,Hospital Quilpué | Farmacia Insumos,616066048,,Región de Valparaíso ,,DIFEM LABORATORIOS S A | DIFEM LABORATORIOS S A,795811206,,Región Metropolitana de Santiago,,,,,,ALCOHOL  DE 95°  Y  70°,Antisépticos basados en alcohol o acetonaALCOHOL 70° FORMATO 125 ML.,880.0,000,CLP,345.0,,
4967-164-SE20,,2020-11-05T19:26:12Z,direct,,,,Hospital Quilpué | Farmacia Insumos,616066048,,Región de Valparaíso ,,DIFEM LABORATORIOS S A | DIFEM LABORATORIOS S A,795811206,,Región Metropolitana de Santiago,,,,,,ALCOHOL  DE 95°  Y  70°,Antisépticos basados en alcohol o acetonaALCOHOL 70° FORMATO  250 ML.,425.0,000,CLP,517.0,,
4967-164-SE20,,2020-11-05T19:26:12Z,direct,,,,Hospital Quilpué | Farmacia Insumos,616066048,,Región de Valparaíso ,,DIFEM LABORATORIOS S A | DIFEM LABORATORIOS S A,795811206,,Región Metropolitana de Santiago,,,,,,ALCOHOL  DE 95°  Y  70°,Antisépticos basados en alcohol o acetonaALCOHOL DE 95 ENVASE DE 1 LITRO,240.0,000,CLP,1643.0,,
5044-1-SE20,,2020-11-05T19:26:12Z,direct,,,,Dirección General de Crédito Prendario - DICREP | Unidad San Diego,615040002,,Región Metropolitana de Santiago,,Paulina Ximena | Paulina Ximena,767693583,,Región Metropolitana de Santiago,,,,,,Servicio Aseo San Diego,"Servicios de limpieza de edificiosServicios de aseo, mantención y sanitación en Unidad de Crédito San Diego.",1.0,EA,CLP,1250000.0,,
5056-213-MC20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA | Servicios,616069012,,Región del Maule ,,CLINICA UCM LTDA | CLINICA UCM LTDA,765108209,,Región del Maule ,,,,,,TD/221299900201/EXAMEN QUANTIFERON/ENERO,"Exámenes médicosEXAMEN QUANTIFERON

NOMBRE: G.B.V.
RUT. X.XXX.082-4

MEMO N°2035 FECHA: 27/12/2019",1.0,EA,CLP,110420.0,,
5056-218-SE20,,2020-11-05T19:26:52Z,direct,,,,SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA | Servicios,616069012,,Región del Maule ,,BIOTECNOLOGIA E INNOVACION SPA | Genometrics_,762141973,,Región Metropolitana de Santiago,,,,,,TD/221299900201/EXAMEN COMPREHENSIVE NEUROPATHIES/ENERO,"Exámenes médicosEXAMEN COMPREHENSIVE NEUROPATHIES PANEL

NOMBRE E.R.M.
RUT. XX.XXX.225-0

MEMO N°1874 FECHA 28/11/2019",1.0,EA,CLP,300000.0,,
5056-225-MC20,,2020-11-05T19:26:52Z,direct,,,,SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA | Servicios,616069012,,Región del Maule ,,UC CHISTUS SERVICIOS AMBULATORIOS SpA | UC CHISTUS SERVICIOS AMBULATORIOS SpA,767540973,,Región Metropolitana de Santiago,,,,,,TD/221299900201/EXAMEN AQUAPORINA 4/ENERO,"Exámenes médicosEXAMEN AQUAPORINA 4

NOMBRE: R.G.C.
RUT. XX.XXX.653-1

MEMO N°18952 FECHA 13/12/2019",1.0,EA,CLP,72030.0,,
5056-228-MC20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA | Servicios,616069012,,Región del Maule ,,Clinica Santa Maria S.A. | Clinica Santa Maria S.A.,907530000,,Región Metropolitana de Santiago,,,,,,TD/221299900201/EXAMEN TEST DE CLONIDINA/ENERO,"Exámenes médicosEXAMEN TEST DE CLONIDINA

NOMBRE: P.A.D.
RUT. XX.XXX.007-2

MEMO N°2030 FECHA 27/12/2019",1.0,EA,CLP,68800.0,,
5056-228-MC20,,2020-11-05T19:26:53Z,direct,,,,SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA | Servicios,616069012,,Región del Maule ,,Clinica Santa Maria S.A. | Clinica Santa Maria S.A.,907530000,,Región Metropolitana de Santiago,,,,,,TD/221299900201/EXAMEN TEST DE CLONIDINA/ENERO,"Exámenes médicosEXAMEN TEST DE CLONIDINA

NOMBRE: P.V.P.
RUT. XX.XXX.568-9

MEMO N°2031 FECHA 27/12/2019",1.0,EA,CLP,68800.0,,
507428-44-SE20,,2020-11-05T19:26:52Z,direct,,,,Servicio de Salud Chiloé | Servicio de Salud Chiloé,619792106,,Región de los Lagos ,,CRISTIAN TADEO | CRISTIAN TADEO,769314954,,Región de los Lagos ,,,,,,MANTENCIÓN PREVENTIVAS ESTUFAS PELLET BASES SAMU C,Estufas de la calefacciónMANTENCIÓN PREVENTIVA ESTUFA PELLET BASES SAMU ANCUD - CASTRO - QUELLÓN,3.0,EA,CLP,60000.0,,
5083-25-SE20,,2020-11-05T19:26:52Z,direct,,,,Hospital Curicó | Unidad Pròtesis,616069039,,Región del Maule ,,ZIMMER BIOMET DENTAL | ZIMMER BIOMET DENTAL,762128241,,,,,,,,Cirugía Dental Luz y Felix,"Dispositivos de sujeción protésica o accesoriosIMPLANTES DENTALES
Paciente: Luz Hernandez 
Fecha cx. 20-01-20",1.0,EA,CLP,232246.2184,,
5083-25-SE20,,2020-11-05T19:26:52Z,direct,,,,Hospital Curicó | Unidad Pròtesis,616069039,,Región del Maule ,,ZIMMER BIOMET DENTAL | ZIMMER BIOMET DENTAL,762128241,,,,,,,,Cirugía Dental Luz y Felix,"Dispositivos de sujeción protésica o accesoriosIMPLANTES DENTALES
Paciente: Felix Pino Molina
Fecha cx:20-01-2020",1.0,EA,CLP,232246.2184,,
5100-1-SE20,,2020-11-05T19:26:11Z,direct,,,,Dirección General de Crédito Prendario - DICREP | Unidad Matucana,615040002,,Región Metropolitana de Santiago,,Paulina Ximena | Paulina Ximena,767693583,,Región Metropolitana de Santiago,,,,,,Servicio Aseo Matucana,"Servicios de limpieza de edificiosServicios de Aseo, Mantención y Sanitización",1.0,EA,CLP,2500000.0,,
5153-112-SE20,,2020-11-05T19:26:54Z,direct,,,,UNIVERSIDAD DE CHILE | Hospital Clínico Univ. de Chile-Insumos Generales,609100001,,Región Metropolitana de Santiago,,STREAMWATER | STREAMWATER ,762692309,,Región Metropolitana de Santiago,,,,,,REF 48 PROGRAMA MENSUAL ENERO OCI 114750,Electrolitos de cloruro de sodio581656 HIDROSAL REFINADA  (  SACO  X 25 KG ),165.0,SA,CLP,3500.0,,
5153-67-SE20,,2020-11-05T19:26:12Z,direct,,,,UNIVERSIDAD DE CHILE | Hospital Clínico Univ. de Chile-Insumos Generales,609100001,,Región Metropolitana de Santiago,,"Albagli, Zaliasnik & Cia. | ALBAGLIZALIASNIKYCIA",781413801,,Región Metropolitana de Santiago,,,,,,HONORARIOS RECURSO DE APELACIÓN CLÍNICA QUILIN,Procesos de apelación o revisiones judicialesHONORARIOS PREPARACIÓN Y PRESENTACIÓN RECURSO DE APELACIÓN MARCAS CLÍNICA UNIVERSIDAD DE CHILE QUILIN   ,1.0,000,CLP,165175.0,,
5153-67-SE20,,2020-11-05T19:26:12Z,direct,,,,UNIVERSIDAD DE CHILE | Hospital Clínico Univ. de Chile-Insumos Generales,609100001,,Región Metropolitana de Santiago,,"Albagli, Zaliasnik & Cia. | ALBAGLIZALIASNIKYCIA",781413801,,Región Metropolitana de Santiago,,,,,,HONORARIOS RECURSO DE APELACIÓN CLÍNICA QUILIN,Procesos de apelación o revisiones judicialesCONSIGNACIÓN PARA APELACIÓN DE RECHAZO DE MARCA UNIVERSIDAD DE CHILE QUILIN Nº DE SOLICITUD 1265565 ,1.0,000,CLP,96032.0,,
